Player,Overall Score,Height,Weight,Age,Preferred Foot,Preferred Positions,Ball Control,Dribbling,Marking,Slide Tackle,Stand Tackle,Aggression,Reactions,Attack Position,Interceptions,Vision,Composure,Crossing,Short Pass,Long Pass,Acceleration,Stamina,Strength,Balance,Sprint Speed,Agility,Jumping,Heading,Shot Power,Finishing,Long Shots,Curve,Free Kick Acc,Penalties,Volleys
Ross Barkley,78,186,76,28,0,2,82.0,81.0,54.0,51.0,60.0,74.0,76.0,75.0,54.0,78.0,80.0,67.0,82.0,80.0,68.0,65.0,76.0,61.0,69.0,65.0,64.0,65.0,81.0,68.0,80.0,69.0,73.0,65.0,62.0
Danilo D'Ambrosio,78,180,75,33,0,1,69.0,71.0,79.0,79.0,80.0,78.0,78.0,66.0,77.0,58.0,73.0,73.0,71.0,67.0,72.0,80.0,78.0,69.0,66.0,69.0,83.0,84.0,66.0,48.0,58.0,63.0,62.0,60.0,57.0
Alex Oxlade-Chamberlain,78,175,70,28,0,2,82.0,83.0,68.0,68.0,72.0,77.0,78.0,78.0,73.0,77.0,77.0,78.0,80.0,75.0,82.0,80.0,70.0,87.0,81.0,79.0,69.0,39.0,83.0,70.0,78.0,73.0,60.0,69.0,60.0
Fredrik Midtsjø,78,176,70,28,0,2,78.0,76.0,75.0,66.0,71.0,78.0,81.0,66.0,78.0,77.0,80.0,73.0,82.0,79.0,75.0,90.0,76.0,83.0,76.0,74.0,65.0,58.0,74.0,58.0,66.0,66.0,55.0,51.0,60.0
Rodrigo,78,182,77,30,1,2,81.0,79.0,46.0,38.0,43.0,64.0,80.0,78.0,33.0,79.0,81.0,77.0,78.0,64.0,84.0,78.0,68.0,74.0,83.0,78.0,77.0,78.0,84.0,76.0,76.0,83.0,67.0,77.0,75.0
Rogelio Funes Mori,78,186,78,30,0,3,75.0,75.0,35.0,44.0,45.0,78.0,73.0,80.0,55.0,75.0,75.0,65.0,72.0,66.0,80.0,82.0,81.0,66.0,75.0,74.0,82.0,77.0,76.0,84.0,71.0,75.0,58.0,73.0,77.0
Dedryck Boyata,78,188,84,31,0,1,60.0,53.0,77.0,82.0,81.0,80.0,64.0,39.0,77.0,32.0,66.0,46.0,72.0,60.0,68.0,73.0,88.0,62.0,72.0,64.0,85.0,80.0,55.0,20.0,25.0,34.0,13.0,13.0,36.0
Willian José,78,189,91,30,0,3,79.0,76.0,40.0,30.0,32.0,75.0,78.0,81.0,35.0,76.0,77.0,54.0,75.0,50.0,62.0,68.0,88.0,38.0,67.0,65.0,79.0,80.0,83.0,80.0,74.0,68.0,60.0,76.0,73.0
Laguardia,78,185,80,32,0,1,63.0,42.0,82.0,76.0,80.0,89.0,76.0,44.0,80.0,46.0,71.0,43.0,70.0,62.0,46.0,70.0,77.0,54.0,54.0,40.0,76.0,74.0,57.0,49.0,33.0,38.0,35.0,40.0,29.0
Víctor Ruiz,78,185,78,32,1,1,70.0,53.0,78.0,81.0,80.0,79.0,76.0,39.0,77.0,60.0,70.0,55.0,72.0,74.0,51.0,73.0,80.0,53.0,50.0,47.0,77.0,79.0,59.0,37.0,38.0,67.0,46.0,46.0,39.0
Haris Seferović,78,189,85,29,1,3,73.0,72.0,44.0,40.0,46.0,81.0,75.0,85.0,42.0,68.0,77.0,65.0,69.0,63.0,68.0,83.0,87.0,60.0,75.0,66.0,80.0,81.0,83.0,79.0,70.0,72.0,64.0,68.0,76.0
Roberto Soriano,78,182,76,30,0,3,80.0,80.0,67.0,65.0,66.0,71.0,73.0,75.0,68.0,82.0,75.0,77.0,79.0,77.0,68.0,82.0,67.0,77.0,70.0,80.0,63.0,67.0,77.0,74.0,77.0,78.0,56.0,62.0,73.0
Mirante Shaqiri,78,169,72,30,1,3,81.0,80.0,35.0,48.0,49.0,61.0,77.0,75.0,55.0,80.0,79.0,81.0,79.0,77.0,74.0,58.0,71.0,91.0,67.0,77.0,51.0,45.0,87.0,70.0,80.0,87.0,82.0,65.0,76.0
Jaume Costa,78,171,62,33,1,1,79.0,70.0,76.0,78.0,77.0,85.0,75.0,66.0,77.0,57.0,69.0,79.0,78.0,67.0,74.0,63.0,64.0,73.0,72.0,71.0,71.0,75.0,75.0,57.0,64.0,67.0,59.0,56.0,38.0
Kike García,78,186,79,32,0,3,79.0,75.0,45.0,21.0,34.0,71.0,73.0,84.0,52.0,67.0,82.0,56.0,78.0,49.0,61.0,66.0,79.0,51.0,61.0,62.0,75.0,81.0,81.0,83.0,79.0,42.0,46.0,70.0,78.0
Chris Wood,78,191,92,30,0,3,77.0,69.0,39.0,29.0,30.0,77.0,77.0,79.0,40.0,64.0,77.0,46.0,68.0,48.0,55.0,76.0,86.0,59.0,68.0,55.0,79.0,88.0,81.0,79.0,72.0,69.0,64.0,81.0,74.0
Javier Pastore,78,187,78,32,0,2,88.0,76.0,45.0,51.0,51.0,62.0,59.0,72.0,64.0,84.0,69.0,67.0,88.0,76.0,66.0,33.0,54.0,75.0,62.0,77.0,48.0,49.0,78.0,70.0,74.0,79.0,69.0,68.0,78.0
Chris Smalling,78,194,81,32,0,1,61.0,59.0,76.0,80.0,81.0,81.0,75.0,46.0,79.0,56.0,74.0,52.0,65.0,64.0,52.0,67.0,85.0,43.0,73.0,54.0,80.0,81.0,42.0,54.0,35.0,49.0,22.0,52.0,49.0
Julian Baumgartlinger,78,181,85,33,0,2,76.0,65.0,79.0,72.0,80.0,80.0,74.0,62.0,77.0,64.0,77.0,63.0,81.0,75.0,54.0,81.0,77.0,65.0,55.0,64.0,80.0,70.0,73.0,39.0,39.0,47.0,49.0,59.0,50.0
Pedro,78,169,65,34,0,3,88.0,81.0,44.0,31.0,32.0,58.0,75.0,75.0,49.0,81.0,81.0,74.0,80.0,71.0,84.0,68.0,40.0,90.0,66.0,90.0,66.0,39.0,75.0,73.0,75.0,81.0,57.0,66.0,70.0
Ashley Westwood,78,175,73,31,0,2,77.0,69.0,76.0,73.0,76.0,81.0,75.0,66.0,76.0,74.0,77.0,82.0,80.0,80.0,63.0,86.0,67.0,78.0,53.0,74.0,67.0,60.0,77.0,56.0,66.0,83.0,80.0,64.0,56.0
Giacomo Bonaventura,78,181,75,32,0,2,83.0,80.0,70.0,68.0,71.0,68.0,75.0,76.0,69.0,80.0,78.0,79.0,82.0,79.0,69.0,69.0,61.0,80.0,69.0,75.0,68.0,70.0,84.0,69.0,81.0,78.0,78.0,68.0,78.0
Francesco Caputo,78,181,74,34,0,3,78.0,76.0,40.0,15.0,20.0,50.0,80.0,84.0,14.0,65.0,72.0,50.0,70.0,58.0,81.0,70.0,70.0,79.0,82.0,85.0,84.0,74.0,76.0,83.0,70.0,58.0,54.0,78.0,80.0
Ante Budimir,78,190,75,30,1,3,79.0,78.0,29.0,27.0,35.0,77.0,72.0,80.0,24.0,39.0,72.0,41.0,68.0,30.0,61.0,68.0,83.0,33.0,68.0,56.0,65.0,82.0,78.0,84.0,71.0,44.0,31.0,65.0,70.0
M. Dituro M'Vila,78,182,80,31,0,2,78.0,72.0,75.0,72.0,75.0,81.0,75.0,63.0,80.0,74.0,80.0,62.0,79.0,79.0,64.0,80.0,78.0,63.0,65.0,71.0,70.0,62.0,68.0,61.0,70.0,70.0,65.0,68.0,56.0
Gaël Kakuta,78,173,72,30,1,2,82.0,84.0,36.0,25.0,41.0,51.0,75.0,73.0,46.0,80.0,78.0,74.0,76.0,74.0,75.0,65.0,67.0,85.0,71.0,87.0,84.0,67.0,78.0,70.0,72.0,77.0,78.0,79.0,69.0
Moussa Sissoko,78,187,91,32,0,2,76.0,78.0,75.0,71.0,79.0,85.0,76.0,71.0,75.0,68.0,74.0,72.0,77.0,75.0,65.0,85.0,90.0,58.0,76.0,64.0,70.0,65.0,83.0,52.0,59.0,75.0,60.0,60.0,62.0
Diego Godín,78,187,78,35,0,1,72.0,53.0,75.0,75.0,80.0,80.0,70.0,48.0,78.0,52.0,77.0,52.0,76.0,70.0,57.0,67.0,80.0,53.0,54.0,57.0,88.0,80.0,67.0,42.0,43.0,49.0,49.0,50.0,47.0
Séamus Coleman,78,177,77,33,0,1,75.0,77.0,78.0,80.0,81.0,80.0,76.0,70.0,79.0,70.0,82.0,75.0,77.0,69.0,66.0,71.0,68.0,74.0,66.0,73.0,71.0,65.0,74.0,61.0,66.0,65.0,53.0,55.0,64.0
Ruud Vormer,78,178,79,33,0,2,75.0,67.0,76.0,70.0,75.0,80.0,76.0,79.0,77.0,81.0,79.0,79.0,79.0,77.0,64.0,90.0,73.0,70.0,53.0,64.0,68.0,70.0,78.0,72.0,77.0,79.0,83.0,75.0,76.0
Etienne Capoue,78,190,80,33,0,2,78.0,75.0,76.0,74.0,78.0,72.0,79.0,78.0,82.0,77.0,73.0,69.0,79.0,78.0,50.0,77.0,78.0,58.0,47.0,33.0,72.0,70.0,77.0,70.0,74.0,67.0,71.0,54.0,69.0
Miguel Veloso,78,180,79,35,1,2,84.0,73.0,55.0,70.0,72.0,71.0,71.0,65.0,71.0,80.0,81.0,82.0,84.0,85.0,45.0,69.0,71.0,75.0,47.0,66.0,68.0,67.0,80.0,61.0,80.0,83.0,79.0,73.0,70.0
Fraulo,78,172,68,34,0,3,82.0,77.0,42.0,20.0,23.0,72.0,80.0,83.0,26.0,62.0,70.0,56.0,70.0,49.0,71.0,55.0,68.0,75.0,71.0,72.0,75.0,71.0,79.0,84.0,78.0,62.0,50.0,69.0,80.0
Cristian Ansaldi,78,181,76,35,0,2,81.0,75.0,69.0,79.0,79.0,78.0,75.0,71.0,69.0,75.0,81.0,78.0,79.0,76.0,77.0,76.0,64.0,69.0,77.0,76.0,69.0,63.0,73.0,57.0,69.0,80.0,47.0,52.0,68.0
Victor Moses,78,177,79,31,0,2,81.0,82.0,66.0,70.0,71.0,66.0,74.0,73.0,71.0,72.0,75.0,76.0,77.0,72.0,77.0,78.0,68.0,79.0,76.0,75.0,68.0,69.0,74.0,67.0,69.0,75.0,61.0,75.0,64.0
Andrés Guardado,78,169,67,35,1,2,80.0,78.0,74.0,76.0,75.0,74.0,77.0,69.0,75.0,82.0,76.0,74.0,82.0,79.0,67.0,81.0,60.0,87.0,62.0,79.0,71.0,55.0,73.0,64.0,73.0,78.0,80.0,70.0,69.0
Erik Lamela,78,184,80,29,1,2,82.0,83.0,52.0,54.0,50.0,90.0,79.0,79.0,53.0,78.0,75.0,77.0,80.0,75.0,74.0,61.0,64.0,75.0,67.0,77.0,56.0,60.0,81.0,74.0,80.0,84.0,81.0,75.0,75.0
Falcao,78,177,72,35,0,3,80.0,73.0,32.0,19.0,42.0,73.0,79.0,84.0,41.0,63.0,80.0,55.0,76.0,60.0,59.0,60.0,70.0,77.0,54.0,73.0,86.0,84.0,78.0,80.0,74.0,81.0,70.0,81.0,80.0
Fabio Quagliarella,78,180,79,38,0,3,82.0,79.0,35.0,15.0,21.0,44.0,80.0,84.0,26.0,77.0,78.0,66.0,77.0,73.0,58.0,61.0,71.0,76.0,63.0,71.0,67.0,69.0,84.0,82.0,84.0,78.0,77.0,85.0,85.0
Negredo,78,186,86,36,1,3,74.0,72.0,33.0,30.0,31.0,78.0,77.0,80.0,28.0,68.0,70.0,43.0,74.0,64.0,55.0,61.0,85.0,65.0,60.0,66.0,82.0,83.0,84.0,80.0,80.0,63.0,69.0,80.0,79.0
Jan Kuchta,77,184,80,24,0,2,75.0,72.0,27.0,28.0,35.0,87.0,77.0,81.0,31.0,69.0,73.0,59.0,69.0,59.0,79.0,80.0,81.0,76.0,79.0,75.0,78.0,75.0,75.0,79.0,69.0,63.0,60.0,61.0,76.0
Jamal Musiala,77,183,70,18,0,2,85.0,87.0,33.0,29.0,28.0,46.0,74.0,73.0,27.0,74.0,78.0,68.0,76.0,67.0,80.0,60.0,43.0,90.0,73.0,87.0,47.0,42.0,70.0,76.0,72.0,63.0,38.0,42.0,63.0
Noni Madueke,77,182,70,19,1,3,82.0,86.0,42.0,37.0,32.0,53.0,74.0,67.0,31.0,69.0,72.0,65.0,71.0,64.0,92.0,64.0,64.0,79.0,89.0,84.0,76.0,42.0,73.0,72.0,72.0,75.0,63.0,61.0,67.0
Lukas Provod,77,189,84,25,1,2,77.0,77.0,70.0,70.0,69.0,80.0,77.0,75.0,71.0,79.0,77.0,78.0,77.0,77.0,77.0,90.0,85.0,77.0,79.0,74.0,62.0,70.0,84.0,70.0,75.0,75.0,72.0,69.0,72.0
Joey Veerman,77,185,75,23,0,2,79.0,80.0,59.0,62.0,67.0,68.0,75.0,59.0,65.0,84.0,76.0,79.0,82.0,81.0,68.0,78.0,75.0,68.0,62.0,74.0,41.0,54.0,75.0,63.0,76.0,71.0,72.0,65.0,58.0
Ali Musrati,77,189,83,25,0,2,73.0,68.0,73.0,72.0,76.0,77.0,76.0,54.0,78.0,68.0,77.0,60.0,75.0,78.0,58.0,80.0,87.0,45.0,60.0,56.0,61.0,62.0,72.0,46.0,57.0,43.0,41.0,48.0,42.0
Joško Gvardiol,77,185,80,19,1,1,73.0,74.0,70.0,78.0,79.0,83.0,72.0,56.0,71.0,65.0,75.0,61.0,76.0,74.0,78.0,79.0,84.0,60.0,87.0,66.0,83.0,75.0,76.0,42.0,56.0,59.0,59.0,61.0,54.0
Shon Weissman,77,174,79,25,0,3,73.0,69.0,29.0,22.0,24.0,65.0,74.0,82.0,28.0,68.0,78.0,58.0,71.0,60.0,74.0,72.0,71.0,78.0,80.0,68.0,76.0,79.0,78.0,81.0,72.0,63.0,48.0,79.0,79.0
Tomáš Holeš,77,180,73,28,0,1,73.0,71.0,76.0,77.0,79.0,85.0,76.0,75.0,77.0,68.0,70.0,67.0,73.0,73.0,78.0,85.0,79.0,81.0,77.0,73.0,82.0,77.0,74.0,68.0,73.0,63.0,51.0,54.0,67.0
Bryan Gil,77,175,65,20,1,2,78.0,82.0,25.0,22.0,29.0,32.0,76.0,79.0,21.0,69.0,82.0,77.0,74.0,69.0,79.0,46.0,30.0,81.0,77.0,89.0,51.0,34.0,64.0,73.0,60.0,68.0,72.0,47.0,62.0
Adam Hložek,77,188,86,19,0,2,79.0,78.0,23.0,23.0,32.0,70.0,76.0,76.0,23.0,76.0,78.0,69.0,74.0,67.0,79.0,76.0,84.0,78.0,78.0,69.0,70.0,73.0,78.0,75.0,74.0,68.0,64.0,66.0,73.0
Jérémy Doku,77,171,60,19,0,2,78.0,86.0,22.0,25.0,28.0,58.0,75.0,74.0,18.0,73.0,72.0,68.0,72.0,59.0,94.0,69.0,67.0,88.0,90.0,95.0,76.0,37.0,73.0,67.0,59.0,60.0,44.0,51.0,54.0
Arthur Cabral,77,186,89,23,0,3,76.0,73.0,27.0,25.0,27.0,61.0,74.0,77.0,24.0,68.0,71.0,50.0,74.0,56.0,72.0,74.0,87.0,68.0,72.0,72.0,83.0,78.0,78.0,79.0,70.0,63.0,30.0,75.0,76.0
Samuel Chukwueze,77,172,70,22,1,2,80.0,87.0,40.0,33.0,32.0,47.0,72.0,75.0,33.0,68.0,72.0,69.0,69.0,56.0,91.0,72.0,63.0,80.0,84.0,86.0,67.0,44.0,76.0,73.0,74.0,71.0,58.0,55.0,70.0
Giovanni Reyna,77,185,79,19,0,2,79.0,85.0,35.0,37.0,35.0,57.0,77.0,72.0,33.0,78.0,76.0,69.0,79.0,64.0,78.0,74.0,75.0,76.0,76.0,84.0,66.0,45.0,78.0,68.0,76.0,78.0,64.0,50.0,75.0
Jean-Clair Todibo,77,190,88,21,0,1,71.0,62.0,77.0,73.0,80.0,72.0,73.0,41.0,77.0,56.0,74.0,46.0,75.0,67.0,68.0,69.0,81.0,55.0,83.0,52.0,77.0,77.0,57.0,40.0,41.0,47.0,41.0,46.0,35.0
Alexander Bah,77,183,76,24,0,2,71.0,73.0,68.0,71.0,73.0,83.0,74.0,69.0,73.0,69.0,68.0,72.0,68.0,62.0,90.0,86.0,78.0,70.0,93.0,77.0,73.0,65.0,78.0,59.0,63.0,59.0,64.0,51.0,54.0
Luis Javier Suárez,77,185,74,24,0,2,72.0,74.0,26.0,28.0,48.0,80.0,75.0,79.0,44.0,60.0,63.0,71.0,66.0,59.0,87.0,79.0,81.0,76.0,86.0,79.0,62.0,65.0,78.0,83.0,71.0,70.0,60.0,72.0,71.0
Mohammed Kudus,77,177,70,21,1,2,81.0,81.0,61.0,46.0,66.0,69.0,70.0,74.0,59.0,75.0,75.0,59.0,76.0,74.0,89.0,80.0,75.0,92.0,87.0,90.0,76.0,52.0,77.0,72.0,68.0,65.0,41.0,64.0,63.0
Eric García,77,182,76,20,0,1,73.0,62.0,78.0,77.0,78.0,76.0,78.0,42.0,79.0,68.0,79.0,46.0,79.0,75.0,60.0,68.0,71.0,57.0,69.0,60.0,73.0,76.0,51.0,42.0,44.0,62.0,31.0,44.0,31.0
Mohammed Salisu,77,191,85,22,1,1,64.0,47.0,77.0,75.0,79.0,78.0,68.0,35.0,79.0,24.0,58.0,40.0,73.0,58.0,62.0,67.0,87.0,49.0,71.0,54.0,70.0,74.0,60.0,30.0,28.0,50.0,32.0,40.0,22.0
Sofiane Diop,77,175,65,21,0,2,81.0,83.0,56.0,46.0,58.0,68.0,76.0,76.0,56.0,77.0,78.0,72.0,75.0,68.0,77.0,79.0,36.0,86.0,72.0,84.0,53.0,39.0,76.0,69.0,74.0,75.0,73.0,60.0,62.0
Nayef Aguerd,77,188,76,25,1,1,74.0,58.0,77.0,76.0,79.0,77.0,77.0,50.0,77.0,60.0,67.0,48.0,74.0,68.0,67.0,79.0,75.0,56.0,75.0,59.0,86.0,81.0,62.0,40.0,46.0,50.0,41.0,48.0,41.0
Vinícius,77,190,83,26,1,3,78.0,76.0,44.0,25.0,33.0,84.0,77.0,79.0,41.0,65.0,83.0,51.0,71.0,47.0,66.0,76.0,87.0,44.0,75.0,67.0,52.0,70.0,84.0,81.0,68.0,65.0,36.0,71.0,75.0
Lovro Majer,77,179,75,23,1,2,85.0,85.0,53.0,28.0,59.0,57.0,75.0,69.0,61.0,79.0,77.0,79.0,78.0,77.0,78.0,77.0,59.0,70.0,62.0,86.0,50.0,49.0,76.0,67.0,67.0,86.0,77.0,78.0,67.0
Jovane Cabral,77,174,81,23,0,3,78.0,81.0,37.0,28.0,35.0,59.0,76.0,76.0,37.0,72.0,77.0,73.0,74.0,69.0,85.0,72.0,74.0,77.0,83.0,75.0,72.0,57.0,84.0,74.0,76.0,78.0,75.0,76.0,74.0
William Saliba,77,192,85,20,0,1,74.0,69.0,77.0,76.0,82.0,82.0,72.0,43.0,77.0,61.0,75.0,58.0,76.0,74.0,74.0,73.0,82.0,58.0,74.0,51.0,77.0,69.0,60.0,25.0,23.0,55.0,35.0,47.0,34.0
Borna Sosa,77,187,79,23,1,1,76.0,76.0,73.0,68.0,66.0,65.0,74.0,64.0,70.0,73.0,72.0,86.0,74.0,72.0,78.0,78.0,67.0,68.0,79.0,72.0,67.0,64.0,62.0,36.0,53.0,77.0,55.0,31.0,35.0
Dwight McNeil,77,183,70,22,1,2,80.0,81.0,57.0,44.0,54.0,57.0,75.0,73.0,46.0,75.0,77.0,81.0,77.0,72.0,74.0,78.0,65.0,77.0,71.0,76.0,68.0,59.0,70.0,66.0,71.0,77.0,75.0,62.0,57.0
Júnior Moraes,77,176,74,34,0,3,77.0,77.0,22.0,13.0,13.0,57.0,82.0,81.0,41.0,64.0,74.0,36.0,77.0,52.0,77.0,70.0,69.0,73.0,78.0,72.0,68.0,69.0,75.0,79.0,80.0,53.0,35.0,70.0,73.0
Luis Romo,77,182,84,26,0,2,76.0,69.0,70.0,70.0,76.0,76.0,72.0,69.0,73.0,73.0,74.0,52.0,81.0,81.0,76.0,80.0,90.0,54.0,68.0,58.0,88.0,75.0,78.0,65.0,67.0,58.0,66.0,82.0,44.0
Alexis Saelemaekers,77,180,72,22,0,2,80.0,80.0,68.0,61.0,66.0,68.0,76.0,74.0,65.0,71.0,74.0,80.0,78.0,71.0,83.0,83.0,59.0,77.0,82.0,87.0,77.0,45.0,64.0,68.0,72.0,76.0,68.0,41.0,65.0
Romain Faivre,77,180,69,23,1,2,79.0,81.0,58.0,58.0,64.0,53.0,70.0,72.0,66.0,79.0,79.0,74.0,75.0,69.0,81.0,73.0,64.0,74.0,73.0,80.0,66.0,61.0,74.0,71.0,76.0,81.0,79.0,71.0,60.0
Musa Barrow,77,183,70,23,0,3,79.0,81.0,45.0,16.0,20.0,40.0,77.0,78.0,20.0,72.0,70.0,65.0,76.0,58.0,83.0,73.0,68.0,57.0,85.0,78.0,53.0,63.0,76.0,77.0,76.0,60.0,56.0,58.0,60.0
Mikkel Damsgaard,77,180,71,21,0,3,80.0,83.0,52.0,40.0,46.0,64.0,70.0,74.0,45.0,77.0,74.0,63.0,74.0,70.0,90.0,74.0,57.0,86.0,81.0,91.0,72.0,51.0,71.0,71.0,72.0,66.0,82.0,47.0,48.0
Patson Daka,77,183,71,23,0,3,76.0,74.0,18.0,16.0,24.0,63.0,77.0,80.0,17.0,53.0,69.0,51.0,68.0,61.0,92.0,82.0,67.0,74.0,94.0,89.0,89.0,67.0,76.0,82.0,71.0,65.0,35.0,75.0,73.0
Junior Firpo,77,184,78,25,1,1,73.0,73.0,70.0,73.0,74.0,75.0,73.0,74.0,74.0,64.0,73.0,77.0,74.0,68.0,79.0,80.0,74.0,60.0,78.0,62.0,73.0,71.0,68.0,63.0,59.0,65.0,43.0,40.0,55.0
Gorosabel,77,174,70,25,0,1,74.0,71.0,73.0,76.0,78.0,65.0,74.0,65.0,75.0,66.0,68.0,74.0,75.0,70.0,73.0,81.0,67.0,75.0,77.0,72.0,70.0,71.0,52.0,38.0,58.0,63.0,33.0,38.0,39.0
Roman JiMin,77,191,79,26,0,3,77.0,70.0,38.0,34.0,48.0,68.0,76.0,80.0,39.0,72.0,67.0,69.0,75.0,68.0,73.0,77.0,76.0,55.0,83.0,68.0,76.0,75.0,77.0,78.0,73.0,52.0,54.0,67.0,72.0
Nicolás González,77,180,72,23,1,3,83.0,84.0,38.0,39.0,46.0,67.0,75.0,79.0,39.0,68.0,75.0,66.0,69.0,54.0,85.0,62.0,55.0,78.0,88.0,81.0,79.0,80.0,69.0,79.0,54.0,59.0,42.0,79.0,68.0
Fernando Gorriarán,77,168,68,27,0,2,77.0,75.0,76.0,66.0,72.0,65.0,74.0,71.0,79.0,76.0,80.0,71.0,79.0,76.0,77.0,92.0,62.0,91.0,72.0,77.0,70.0,57.0,75.0,64.0,68.0,72.0,59.0,66.0,70.0
Saša Kalajdžić,77,200,90,24,0,3,78.0,74.0,39.0,47.0,46.0,44.0,78.0,80.0,32.0,70.0,72.0,59.0,74.0,64.0,64.0,67.0,82.0,54.0,58.0,63.0,55.0,86.0,74.0,82.0,61.0,50.0,47.0,41.0,68.0
Bremer,77,188,82,24,0,1,63.0,60.0,79.0,76.0,82.0,78.0,73.0,34.0,78.0,44.0,64.0,37.0,66.0,64.0,69.0,58.0,81.0,65.0,64.0,62.0,77.0,79.0,50.0,35.0,25.0,28.0,20.0,43.0,33.0
Galeno,77,179,62,24,0,3,80.0,85.0,22.0,29.0,35.0,52.0,77.0,76.0,41.0,69.0,85.0,66.0,68.0,53.0,92.0,82.0,64.0,73.0,91.0,84.0,65.0,41.0,75.0,68.0,72.0,73.0,70.0,59.0,59.0
Conor Gallagher,77,182,74,21,0,2,78.0,75.0,60.0,58.0,72.0,72.0,79.0,77.0,69.0,78.0,69.0,65.0,78.0,75.0,65.0,87.0,62.0,68.0,76.0,67.0,58.0,49.0,78.0,74.0,78.0,62.0,58.0,55.0,58.0
Merih Demiral,77,190,86,23,0,1,59.0,57.0,78.0,79.0,83.0,85.0,68.0,26.0,78.0,38.0,74.0,31.0,59.0,59.0,67.0,69.0,84.0,63.0,78.0,63.0,71.0,73.0,60.0,32.0,38.0,48.0,23.0,41.0,42.0
Nikola Milenković,77,195,90,24,0,1,68.0,60.0,79.0,77.0,79.0,82.0,74.0,22.0,78.0,55.0,70.0,66.0,68.0,66.0,68.0,76.0,85.0,40.0,65.0,50.0,73.0,74.0,60.0,38.0,54.0,34.0,22.0,34.0,35.0
Tyrell Malacia,77,169,67,22,1,1,74.0,75.0,70.0,76.0,78.0,77.0,71.0,60.0,70.0,52.0,66.0,75.0,75.0,56.0,82.0,80.0,67.0,89.0,81.0,82.0,85.0,58.0,65.0,50.0,62.0,36.0,35.0,46.0,59.0
Davidson,77,177,63,30,0,3,79.0,79.0,40.0,41.0,40.0,72.0,79.0,77.0,32.0,73.0,80.0,72.0,72.0,61.0,77.0,90.0,66.0,76.0,76.0,83.0,70.0,60.0,83.0,73.0,76.0,80.0,69.0,71.0,64.0
Martin Terrier,77,184,73,24,0,3,77.0,76.0,34.0,34.0,31.0,55.0,76.0,79.0,27.0,76.0,74.0,72.0,78.0,72.0,83.0,70.0,68.0,68.0,84.0,73.0,72.0,69.0,78.0,78.0,77.0,77.0,58.0,66.0,68.0
Dominik Szoboszlai,77,186,74,21,0,2,83.0,80.0,35.0,25.0,30.0,40.0,73.0,63.0,32.0,78.0,80.0,78.0,78.0,77.0,78.0,74.0,69.0,61.0,79.0,78.0,69.0,58.0,84.0,73.0,84.0,88.0,87.0,79.0,79.0
Melendo,77,167,63,24,1,2,79.0,78.0,50.0,40.0,45.0,63.0,72.0,75.0,50.0,83.0,70.0,74.0,78.0,77.0,82.0,66.0,55.0,86.0,81.0,85.0,60.0,45.0,70.0,65.0,65.0,78.0,40.0,50.0,63.0
Xeka,77,186,83,27,0,2,79.0,77.0,72.0,67.0,71.0,81.0,76.0,66.0,73.0,78.0,75.0,58.0,80.0,80.0,54.0,79.0,75.0,55.0,54.0,60.0,80.0,67.0,81.0,55.0,71.0,75.0,68.0,56.0,48.0
Robin Koch,77,191,83,25,0,2,70.0,59.0,79.0,76.0,79.0,73.0,75.0,52.0,77.0,65.0,74.0,40.0,74.0,71.0,54.0,73.0,78.0,59.0,75.0,64.0,66.0,78.0,56.0,27.0,42.0,31.0,28.0,38.0,29.0
Douglas Luiz,77,175,66,23,0,2,78.0,75.0,77.0,71.0,75.0,74.0,80.0,52.0,74.0,73.0,77.0,69.0,78.0,77.0,69.0,73.0,66.0,74.0,65.0,74.0,66.0,62.0,76.0,64.0,76.0,66.0,63.0,44.0,58.0
Fabricio Bustos,77,167,66,25,0,1,76.0,76.0,69.0,74.0,72.0,84.0,75.0,79.0,73.0,76.0,78.0,75.0,77.0,70.0,88.0,88.0,77.0,80.0,82.0,81.0,50.0,55.0,73.0,63.0,62.0,74.0,55.0,48.0,41.0
Arnaut Danjuma,77,178,74,24,0,3,78.0,81.0,35.0,47.0,52.0,55.0,75.0,76.0,32.0,72.0,73.0,72.0,71.0,64.0,86.0,74.0,69.0,74.0,82.0,80.0,61.0,44.0,79.0,79.0,75.0,76.0,57.0,44.0,55.0
Reinildo,77,180,73,27,1,1,74.0,73.0,73.0,76.0,77.0,79.0,73.0,70.0,73.0,60.0,69.0,71.0,72.0,57.0,75.0,82.0,75.0,71.0,84.0,70.0,77.0,74.0,58.0,55.0,46.0,67.0,35.0,40.0,51.0
Eberechi Eze,77,178,67,23,0,2,79.0,83.0,36.0,40.0,57.0,58.0,73.0,72.0,49.0,76.0,77.0,70.0,78.0,69.0,77.0,77.0,68.0,80.0,77.0,82.0,67.0,49.0,68.0,71.0,72.0,71.0,68.0,69.0,55.0
Ismaïla Sarr,77,185,76,23,0,3,79.0,82.0,25.0,21.0,16.0,53.0,75.0,73.0,17.0,68.0,78.0,68.0,69.0,59.0,94.0,73.0,71.0,74.0,94.0,78.0,48.0,44.0,82.0,75.0,78.0,78.0,55.0,58.0,76.0
Pablo Rosario,77,188,73,24,0,2,76.0,74.0,77.0,72.0,77.0,73.0,74.0,64.0,76.0,74.0,75.0,54.0,76.0,75.0,64.0,80.0,81.0,66.0,69.0,69.0,74.0,69.0,76.0,59.0,65.0,47.0,54.0,58.0,57.0
